meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.235,0.03,0.238,0.22,0.256,0.035,1.746,5.143,0.826,0.129,0.22,0.235,0.179,0.047,0.279,2.515,0.023,10.711,10.688,0.159,female
0.233,0.029,0.232,0.225,0.249,0.023,3.064,13.348,0.788,0.125,0.227,0.233,0.186,0.05,0.276,1.746,0.023,9.258,9.234,0.122,female
0.238,0.026,0.242,0.225,0.252,0.027,3.118,14.542,0.794,0.095,0.242,0.238,0.213,0.051,0.279,0.719,0.023,11.883,11.859,0.07,female
0.233,0.024,0.237,0.221,0.247,0.026,3.577,19.09,0.781,0.083,0.247,0.233,0.21,0.054,0.273,1.536,0.258,9.469,9.211,0.076,female
0.227,0.028,0.228,0.217,0.241,0.025,2.694,10.562,0.808,0.131,0.219,0.227,0.176,0.049,0.279,2.229,0.234,11.883,11.648,0.115,female
0.216,0.025,0.217,0.203,0.23,0.027,2.47,8.746,0.792,0.104,0.221,0.216,0.182,0.047,0.27,1.217,0.023,6.445,6.422,0.121,female
0.24,0.035,0.25,0.228,0.261,0.034,2.635,10.111,0.811,0.169,0.26,0.24,0.185,0.049,0.279,1.488,0.234,9.445,9.211,0.128,female
0.237,0.033,0.244,0.217,0.264,0.046,2.112,7.67,0.828,0.123,0.265,0.237,0.191,0.05,0.279,1.467,0.023,8.789,8.766,0.125,female
0.227,0.028,0.228,0.211,0.246,0.034,2.01,6.542,0.818,0.126,0.211,0.227,0.199,0.047,0.279,1.421,0.023,11.391,11.367,0.074,female
0.232,0.033,0.233,0.212,0.259,0.047,1.575,4.345,0.832,0.149,0.262,0.232,0.185,0.048,0.279,1.307,0.234,8.555,8.32,0.082,female
0.228,0.03,0.23,0.213,0.248,0.035,1.816,5.281,0.83,0.152,0.234,0.228,0.174,0.047,0.279,1.562,0.023,10.078,10.055,0.097,female
0.222,0.031,0.226,0.2,0.244,0.044,1.573,4.515,0.834,0.141,0.243,0.222,0.171,0.048,0.273,2.958,0.023,11.18,11.156,0.131,female
0.232,0.031,0.233,0.217,0.254,0.037,1.957,6.8,0.828,0.143,0.217,0.232,0.191,0.05,0.27,1.56,0.023,10.219,10.195,0.153,female
0.231,0.033,0.236,0.214,0.253,0.039,2.104,7.459,0.819,0.145,0.252,0.231,0.189,0.05,0.279,1.053,0.023,9.82,9.797,0.05,female
0.239,0.03,0.244,0.221,0.261,0.04,1.918,6.121,0.815,0.118,0.262,0.239,0.188,0.048,0.277,1.327,0.023,9.773,9.75,0.138,female
0.234,0.032,0.237,0.216,0.255,0.039,1.876,6.124,0.825,0.146,0.239,0.234,0.191,0.049,0.279,1.935,0.023,9.633,9.609,0.189,female
0.24,0.026,0.242,0.227,0.257,0.03,1.733,4.701,0.801,0.082,0.229,0.24,0.197,0.047,0.279,1.929,0.023,10.125,10.102,0.172,female
0.238,0.032,0.243,0.225,0.259,0.034,1.903,5.699,0.828,0.146,0.255,0.238,0.186,0.049,0.277,1.916,0.023,9.867,9.844,0.114,female
0.239,0.032,0.242,0.217,0.267,0.05,1.451,4.056,0.825,0.102,0.28,0.239,0.194,0.047,0.277,1.667,0.023,10.453,10.43,0.152,female
0.216,0.033,0.213,0.206,0.229,0.023,3.846,18.811,0.788,0.178,0.213,0.216,0.168,0.047,0.276,1.237,0.023,8.508,8.484,0.101,female
0.23,0.031,0.232,0.21,0.253,0.043,1.797,5.206,0.82,0.139,0.214,0.23,0.189,0.051,0.277,1.938,0.023,10.078,10.055,0.17,female
0.236,0.031,0.245,0.216,0.258,0.042,2.293,8.319,0.817,0.127,0.259,0.236,0.183,0.051,0.279,1.79,0.023,10.266,10.242,0.151,female
0.237,0.034,0.243,0.214,0.264,0.049,1.693,4.969,0.832,0.13,0.253,0.237,0.177,0.047,0.279,2.003,0.023,12.328,12.305,0.156,female
0.236,0.033,0.238,0.221,0.256,0.035,2.135,7.106,0.809,0.143,0.244,0.236,0.183,0.049,0.277,0.908,0.164,5.039,4.875,0.133,female
0.234,0.032,0.237,0.225,0.253,0.029,2.058,6.275,0.806,0.161,0.248,0.234,0.214,0.065,0.277,1.111,0.023,4.172,4.148,0.198,female
0.242,0.032,0.249,0.227,0.265,0.038,1.79,5.042,0.812,0.131,0.251,0.242,0.198,0.055,0.277,1.069,0.023,8.719,8.695,0.113,female
0.24,0.025,0.242,0.228,0.255,0.027,2.353,8.014,0.774,0.08,0.23,0.24,0.206,0.054,0.277,1.243,0.211,9.258,9.047,0.105,female
0.237,0.03,0.242,0.22,0.253,0.033,3.056,14.597,0.803,0.119,0.242,0.237,0.187,0.048,0.279,1.572,0.023,9.727,9.703,0.123,female
0.231,0.028,0.236,0.219,0.247,0.028,2.165,7.565,0.812,0.121,0.245,0.231,0.189,0.047,0.277,0.901,0.023,3.82,3.797,0.098,female
0.214,0.033,0.213,0.198,0.231,0.034,4.444,29.438,0.806,0.174,0.198,0.214,0.194,0.048,0.277,0.726,0.023,3.984,3.961,0.096,female
0.239,0.026,0.241,0.228,0.255,0.027,2.077,6.498,0.799,0.099,0.244,0.239,0.181,0.047,0.279,2.388,0.023,13.359,13.336,0.17,female
0.228,0.029,0.229,0.219,0.242,0.023,2.472,8.871,0.803,0.142,0.229,0.228,0.191,0.049,0.277,2.204,0.234,10.055,9.82,0.137,female
0.23,0.033,0.226,0.214,0.254,0.04,2.209,7.887,0.814,0.153,0.213,0.23,0.181,0.048,0.279,1.355,0.023,9.844,9.82,0.173,female
0.232,0.034,0.235,0.214,0.255,0.041,1.674,4.79,0.834,0.171,0.238,0.232,0.182,0.049,0.279,1.025,0.023,4.336,4.313,0.118,female
0.224,0.033,0.227,0.205,0.246,0.041,1.89,6.234,0.837,0.171,0.204,0.224,0.2,0.051,0.279,1.725,0.023,10.641,10.617,0.16,female
0.235,0.029,0.237,0.223,0.252,0.029,2.141,7.624,0.804,0.125,0.233,0.235,0.185,0.049,0.279,1.992,0.023,10.242,10.219,0.151,female
0.231,0.031,0.235,0.219,0.252,0.034,2.186,7.439,0.824,0.154,0.252,0.231,0.192,0.048,0.274,0.899,0.023,4.617,4.594,0.104,female
0.236,0.031,0.237,0.221,0.26,0.039,1.419,3.669,0.817,0.111,0.228,0.236,0.201,0.051,0.279,1.575,0.023,8.93,8.906,0.159,female
0.236,0.032,0.236,0.224,0.257,0.033,2.222,7.819,0.815,0.148,0.231,0.236,0.172,0.049,0.279,1.811,0.023,9.867,9.844,0.179,female
0.232,0.033,0.235,0.218,0.257,0.039,1.728,5.461,0.842,0.159,0.222,0.232,0.19,0.047,0.277,1.817,0.023,9.984,9.961,0.1,female
0.236,0.031,0.238,0.216,0.259,0.043,1.758,5.358,0.826,0.109,0.28,0.236,0.174,0.048,0.277,2.514,0.234,10.125,9.891,0.148,female
0.234,0.031,0.234,0.219,0.254,0.035,2.26,8.186,0.815,0.133,0.217,0.234,0.181,0.047,0.279,1.619,0.023,9.633,9.609,0.16,female
0.225,0.035,0.223,0.206,0.25,0.044,1.639,4.749,0.839,0.182,0.222,0.225,0.213,0.05,0.279,0.795,0.023,4.078,4.055,0.113,female
0.218,0.037,0.217,0.199,0.245,0.046,1.93,6.837,0.868,0.198,0.221,0.218,0.168,0.049,0.279,1.588,0.023,10.688,10.664,0.09,female
0.225,0.039,0.233,0.201,0.253,0.053,2.242,7.816,0.861,0.209,0.251,0.225,0.167,0.049,0.277,0.894,0.023,3.609,3.586,0.135,female
0.205,0.038,0.211,0.187,0.226,0.04,2.102,7.828,0.877,0.264,0.217,0.205,0.156,0.048,0.274,1.262,0.023,9.305,9.281,0.126,female
0.218,0.04,0.231,0.201,0.241,0.04,2.83,12.719,0.86,0.193,0.238,0.218,0.158,0.049,0.279,1.996,0.023,9.258,9.234,0.142,female
0.215,0.045,0.214,0.182,0.257,0.076,1.197,3.522,0.889,0.212,0.272,0.215,0.159,0.051,0.271,1.345,0.023,6.539,6.516,0.119,female
0.2,0.037,0.195,0.175,0.222,0.047,2.044,7.363,0.87,0.243,0.175,0.2,0.16,0.051,0.277,0.568,0.023,3.891,3.867,0.073,female
0.196,0.033,0.196,0.179,0.207,0.028,3.23,14.969,0.842,0.191,0.198,0.196,0.162,0.048,0.271,0.947,0.023,6.75,6.727,0.126,female
0.208,0.035,0.204,0.187,0.237,0.05,2.108,8.002,0.859,0.189,0.187,0.208,0.164,0.049,0.279,1.677,0.164,15.234,15.07,0.07,female
0.198,0.033,0.202,0.178,0.22,0.042,1.776,5.302,0.851,0.216,0.218,0.198,0.155,0.048,0.273,1.644,0.023,9.633,9.609,0.095,female
0.212,0.04,0.205,0.184,0.253,0.068,1.859,6.026,0.862,0.191,0.26,0.212,0.154,0.048,0.276,1.135,0.023,8.039,8.016,0.086,female
0.21,0.03,0.209,0.195,0.225,0.029,2.641,10.735,0.833,0.16,0.197,0.21,0.155,0.047,0.273,1.382,0.023,10.078,10.055,0.109,female
0.204,0.038,0.206,0.193,0.223,0.03,2.511,9.268,0.857,0.299,0.198,0.204,0.154,0.047,0.277,2.273,0.023,8.109,8.086,0.128,female
0.21,0.038,0.206,0.186,0.237,0.051,1.797,6.291,0.861,0.223,0.186,0.21,0.153,0.047,0.279,1.122,0.023,8.578,8.555,0.133,female
0.205,0.031,0.2,0.187,0.229,0.041,3.001,14.919,0.835,0.174,0.19,0.205,0.158,0.047,0.277,1.219,0.023,14.109,14.086,0.077,female
0.214,0.035,0.223,0.194,0.235,0.04,2.398,8.809,0.85,0.238,0.227,0.214,0.172,0.05,0.268,1.177,0.023,20.414,20.391,0.043,female
0.196,0.036,0.187,0.178,0.214,0.036,3.317,14.652,0.838,0.234,0.178,0.196,0.147,0.048,0.277,1.862,0.164,9,8.836,0.108,female
0.218,0.033,0.219,0.201,0.241,0.04,1.671,5.392,0.852,0.147,0.22,0.218,0.162,0.05,0.274,0.629,0.023,2.883,2.859,0.125,female
0.21,0.038,0.204,0.186,0.241,0.055,1.99,7.856,0.868,0.175,0.2,0.21,0.169,0.048,0.279,1.165,0.023,8.109,8.086,0.094,female
0.205,0.036,0.204,0.191,0.226,0.035,2.814,12.806,0.863,0.26,0.203,0.205,0.154,0.048,0.277,1.506,0.023,9.07,9.047,0.155,female
0.203,0.036,0.203,0.177,0.229,0.052,1.487,4.591,0.868,0.212,0.172,0.203,0.17,0.062,0.274,0.892,0.023,7.102,7.078,0.107,female
0.22,0.035,0.214,0.2,0.248,0.048,3.305,19.07,0.843,0.161,0.211,0.22,0.164,0.048,0.274,2.41,0.211,8.859,8.648,0.206,female
0.217,0.035,0.218,0.19,0.246,0.056,1.466,4.381,0.859,0.158,0.19,0.217,0.169,0.047,0.279,1.229,0.023,8.906,8.883,0.108,female
0.202,0.033,0.206,0.182,0.224,0.042,1.947,5.864,0.843,0.212,0.224,0.202,0.169,0.048,0.264,0.795,0.023,8.086,8.063,0.062,female
0.191,0.031,0.189,0.173,0.203,0.03,2.787,10.954,0.828,0.191,0.174,0.191,0.154,0.048,0.277,1.16,0.023,7.781,7.758,0.082,female
0.208,0.032,0.206,0.193,0.229,0.036,2.36,9.497,0.841,0.197,0.196,0.208,0.171,0.048,0.274,0.883,0.023,4.969,4.945,0.12,female
0.201,0.037,0.201,0.18,0.223,0.043,2.326,10.31,0.87,0.213,0.204,0.201,0.149,0.048,0.274,1.197,0.188,7.945,7.758,0.113,female
0.204,0.036,0.203,0.181,0.231,0.05,1.878,6.519,0.855,0.215,0.186,0.204,0.173,0.047,0.249,1.04,0.023,9.164,9.141,0.075,female
0.189,0.03,0.179,0.17,0.203,0.033,3.07,13.997,0.818,0.149,0.174,0.189,0.161,0.047,0.276,0.788,0.023,3.727,3.703,0.125,female
0.203,0.035,0.2,0.181,0.223,0.043,2.007,6.833,0.858,0.213,0.19,0.203,0.152,0.048,0.279,1.193,0.023,7.828,7.805,0.156,female
0.195,0.036,0.192,0.177,0.213,0.037,2.706,11.969,0.859,0.269,0.19,0.195,0.171,0.055,0.279,0.757,0.023,8.063,8.039,0.084,female
0.199,0.03,0.2,0.182,0.219,0.037,2.174,7.7,0.844,0.182,0.203,0.199,0.174,0.049,0.279,0.854,0.023,4.664,4.641,0.121,female
0.19,0.034,0.186,0.172,0.208,0.036,2.497,10.174,0.846,0.235,0.184,0.19,0.167,0.048,0.279,1.543,0.023,10.43,10.406,0.143,female
0.186,0.028,0.185,0.17,0.197,0.027,2.848,12.584,0.8,0.146,0.189,0.186,0.171,0.058,0.271,0.715,0.188,2.883,2.695,0.088,female
0.184,0.037,0.172,0.16,0.198,0.038,3.571,18.272,0.814,0.179,0.157,0.184,0.163,0.052,0.267,0.948,0.023,12.328,12.305,0.059,female
0.202,0.029,0.2,0.185,0.215,0.03,2.431,9.275,0.835,0.14,0.198,0.202,0.171,0.047,0.273,0.552,0.188,2.227,2.039,0.141,female
0.193,0.035,0.195,0.167,0.213,0.045,1.974,6.661,0.856,0.219,0.213,0.193,0.158,0.049,0.249,1.48,0.164,7.734,7.57,0.186,female
0.199,0.037,0.203,0.171,0.224,0.053,1.832,5.955,0.872,0.231,0.223,0.199,0.161,0.05,0.265,1.398,0.023,8.484,8.461,0.111,female
0.2,0.044,0.195,0.177,0.227,0.051,2.582,12.568,0.874,0.266,0.28,0.2,0.161,0.048,0.276,0.632,0.023,4.219,4.195,0.124,female
0.194,0.04,0.189,0.173,0.217,0.044,2.233,8.009,0.869,0.279,0.174,0.194,0.168,0.052,0.276,0.744,0.023,4.031,4.008,0.137,female
0.19,0.041,0.185,0.162,0.215,0.053,2.164,9.099,0.882,0.286,0.162,0.19,0.152,0.048,0.27,1.118,0.023,8.039,8.016,0.123,female
0.208,0.036,0.206,0.183,0.232,0.049,1.733,5.784,0.863,0.195,0.184,0.208,0.179,0.051,0.279,0.891,0.023,7.195,7.172,0.101,female
0.215,0.045,0.209,0.18,0.261,0.08,1.307,3.804,0.876,0.198,0.265,0.215,0.154,0.05,0.273,2.176,0.211,8.461,8.25,0.156,female
0.201,0.041,0.201,0.183,0.222,0.039,2.089,7.114,0.872,0.314,0.183,0.201,0.168,0.048,0.271,1.439,0.023,8.227,8.203,0.16,female
0.206,0.043,0.205,0.174,0.242,0.068,1.05,3.022,0.891,0.272,0.249,0.206,0.136,0.048,0.274,1.53,0.023,9.094,9.07,0.12,female
0.211,0.034,0.214,0.189,0.232,0.044,2.099,8.205,0.858,0.194,0.216,0.211,0.171,0.048,0.277,0.877,0.023,4.5,4.477,0.081,female
0.208,0.037,0.207,0.18,0.242,0.061,3.018,14.992,0.853,0.192,0.242,0.208,0.168,0.047,0.271,1.296,0.023,7.547,7.523,0.117,female
0.2,0.033,0.194,0.18,0.224,0.044,2.69,11.253,0.827,0.188,0.176,0.2,0.179,0.056,0.279,1.181,0.023,8.367,8.344,0.119,female
0.195,0.033,0.193,0.184,0.208,0.023,3.445,16.774,0.824,0.233,0.193,0.195,0.162,0.048,0.277,1.099,0.023,7.898,7.875,0.14,female
0.202,0.036,0.196,0.177,0.23,0.053,2.251,8.878,0.856,0.205,0.173,0.202,0.157,0.048,0.277,0.962,0.023,7.406,7.383,0.092,female
0.191,0.04,0.187,0.161,0.213,0.052,1.703,5.626,0.87,0.217,0.154,0.191,0.153,0.048,0.277,1.183,0.023,7.523,7.5,0.093,female
0.198,0.035,0.198,0.172,0.223,0.051,1.896,6.852,0.861,0.189,0.197,0.198,0.172,0.052,0.279,0.577,0.023,2.602,2.578,0.114,female
0.207,0.035,0.217,0.186,0.231,0.044,1.994,6.605,0.857,0.211,0.226,0.207,0.147,0.047,0.251,1.915,0.023,8.063,8.039,0.18,female
0.2,0.042,0.205,0.178,0.225,0.046,1.758,5.873,0.887,0.334,0.205,0.2,0.171,0.059,0.279,1.988,0.023,8.836,8.813,0.158,female
0.214,0.034,0.217,0.191,0.243,0.052,1.402,4.158,0.859,0.144,0.245,0.214,0.163,0.047,0.276,1.176,0.211,9.094,8.883,0.077,female
0.197,0.037,0.192,0.173,0.224,0.051,2.123,8.41,0.875,0.248,0.181,0.197,0.155,0.047,0.277,1.592,0.023,15.328,15.305,0.08,female
0.188,0.03,0.188,0.167,0.206,0.038,2.22,7.645,0.835,0.173,0.16,0.188,0.165,0.05,0.268,0.656,0.023,3.305,3.281,0.147,female
0.205,0.034,0.211,0.18,0.226,0.046,1.619,4.971,0.862,0.179,0.22,0.205,0.159,0.05,0.274,0.598,0.023,3.586,3.563,0.109,female
0.199,0.039,0.195,0.174,0.22,0.046,2.137,8.602,0.873,0.229,0.194,0.199,0.141,0.047,0.279,1.731,0.188,10.852,10.664,0.152,female
0.197,0.043,0.195,0.162,0.225,0.063,2.258,9.796,0.872,0.243,0.158,0.197,0.165,0.052,0.277,0.992,0.023,8.133,8.109,0.103,female
0.197,0.037,0.193,0.17,0.226,0.056,1.556,4.961,0.872,0.248,0.166,0.197,0.164,0.05,0.273,1.925,0.094,16.406,16.313,0.111,female
0.201,0.047,0.204,0.162,0.242,0.081,1.025,3.273,0.906,0.281,0.261,0.201,0.166,0.056,0.277,1.41,0.023,8.766,8.742,0.122,female
0.191,0.055,0.172,0.148,0.246,0.097,2.108,7.646,0.885,0.317,0.279,0.191,0.157,0.052,0.279,1.26,0.023,4.547,4.523,0.153,female
0.199,0.047,0.203,0.164,0.235,0.071,0.929,3,0.908,0.279,0.214,0.199,0.157,0.047,0.279,1.304,0.023,9.047,9.023,0.091,female
0.19,0.053,0.175,0.148,0.239,0.091,1.964,8.318,0.9,0.333,0.147,0.19,0.149,0.048,0.276,1.888,0.023,20.625,20.602,0.095,female
0.178,0.044,0.163,0.151,0.203,0.052,3.434,17.78,0.865,0.282,0.155,0.178,0.159,0.048,0.279,0.926,0.023,3.68,3.656,0.092,female
0.186,0.049,0.175,0.152,0.228,0.076,2.056,7.738,0.902,0.389,0.15,0.186,0.157,0.049,0.274,1.449,0.023,8.977,8.953,0.113,female
0.187,0.044,0.19,0.157,0.215,0.059,1.653,5.839,0.907,0.338,0.196,0.187,0.155,0.048,0.279,1.114,0.023,8.766,8.742,0.103,female
0.198,0.043,0.197,0.167,0.235,0.068,0.994,2.881,0.899,0.296,0.195,0.198,0.157,0.047,0.277,0.897,0.023,4.078,4.055,0.132,female
0.203,0.051,0.217,0.155,0.247,0.091,1.997,7.684,0.891,0.302,0.247,0.203,0.156,0.048,0.279,1.809,0.023,9.141,9.117,0.132,female
0.191,0.053,0.181,0.149,0.238,0.09,1.092,4.233,0.92,0.335,0.158,0.191,0.16,0.052,0.277,1.191,0.023,8.555,8.531,0.097,female
0.204,0.052,0.199,0.16,0.257,0.097,1.322,4.511,0.903,0.31,0.262,0.204,0.152,0.048,0.279,2.076,0.188,9.867,9.68,0.116,female
0.189,0.044,0.179,0.166,0.204,0.038,2.489,9.417,0.869,0.269,0.188,0.189,0.166,0.047,0.276,1.246,0.023,7.688,7.664,0.077,female
0.196,0.041,0.194,0.164,0.235,0.072,1.449,4.565,0.882,0.243,0.169,0.196,0.159,0.048,0.279,1.493,0.023,7.734,7.711,0.095,female
0.206,0.047,0.202,0.167,0.249,0.083,1.003,3.171,0.894,0.248,0.152,0.206,0.161,0.048,0.279,2.065,0.023,10.125,10.102,0.152,female
0.212,0.046,0.224,0.181,0.244,0.063,1.432,4.698,0.898,0.25,0.236,0.212,0.146,0.047,0.277,2.063,0.023,8.695,8.672,0.091,female
0.203,0.044,0.207,0.168,0.236,0.067,0.889,2.758,0.898,0.251,0.23,0.203,0.163,0.048,0.279,1.227,0.023,6.516,6.492,0.144,female
0.196,0.044,0.2,0.158,0.233,0.075,1.272,3.808,0.897,0.279,0.203,0.196,0.157,0.049,0.279,1.528,0.023,11.813,11.789,0.117,female
0.218,0.046,0.23,0.178,0.256,0.078,1.002,2.631,0.882,0.257,0.242,0.218,0.166,0.048,0.276,1.19,0.023,8.32,8.297,0.126,female
0.204,0.043,0.194,0.18,0.24,0.059,2.332,9.453,0.878,0.235,0.18,0.204,0.155,0.047,0.279,1.599,0.023,8.25,8.227,0.118,female
0.193,0.04,0.183,0.169,0.218,0.049,2.249,8.443,0.87,0.219,0.183,0.193,0.149,0.052,0.277,1.221,0.023,7.266,7.242,0.131,female
0.22,0.04,0.222,0.21,0.25,0.04,2.368,8.841,0.863,0.211,0.216,0.22,0.169,0.048,0.279,1.68,0.023,8.93,8.906,0.149,female
0.235,0.04,0.248,0.211,0.266,0.055,1.698,5.103,0.851,0.19,0.28,0.235,0.168,0.05,0.277,1.707,0.023,8.977,8.953,0.154,female
0.215,0.053,0.228,0.173,0.264,0.091,1.903,7.646,0.897,0.342,0.275,0.215,0.165,0.048,0.277,1.369,0.023,8.766,8.742,0.128,female
0.196,0.042,0.187,0.169,0.224,0.054,1.73,5.879,0.88,0.276,0.177,0.196,0.166,0.053,0.267,1.785,0.023,8.297,8.273,0.151,female
0.198,0.046,0.199,0.163,0.234,0.071,0.734,2.572,0.912,0.278,0.181,0.198,0.139,0.052,0.274,2.437,0.023,8.836,8.813,0.158,female
0.185,0.039,0.174,0.162,0.2,0.038,2.6,10.322,0.859,0.234,0.176,0.185,0.153,0.047,0.279,2.492,0.023,8.719,8.695,0.151,female
0.212,0.049,0.223,0.171,0.255,0.084,0.926,3.045,0.902,0.262,0.256,0.212,0.162,0.049,0.276,1.69,0.023,9.141,9.117,0.198,female
0.2,0.051,0.198,0.156,0.249,0.093,1.093,3.595,0.908,0.288,0.143,0.2,0.147,0.047,0.279,1.225,0.023,9.141,9.117,0.126,female
0.196,0.04,0.201,0.174,0.221,0.047,1.799,5.614,0.892,0.307,0.214,0.196,0.152,0.047,0.279,2.062,0.023,9.094,9.07,0.162,female
0.213,0.046,0.215,0.18,0.257,0.077,1.423,5.038,0.888,0.213,0.184,0.213,0.164,0.049,0.267,1.911,0.023,9.352,9.328,0.086,female
0.209,0.047,0.213,0.173,0.249,0.076,0.845,2.635,0.902,0.299,0.254,0.209,0.163,0.048,0.279,1.931,0.023,8.18,8.156,0.096,female
0.196,0.04,0.198,0.169,0.215,0.046,1.867,6.371,0.885,0.272,0.198,0.196,0.171,0.047,0.277,0.816,0.023,5.836,5.813,0.109,female
0.226,0.045,0.24,0.191,0.264,0.073,1.751,5.605,0.874,0.229,0.271,0.226,0.161,0.047,0.276,1.257,0.023,8.602,8.578,0.115,female
0.187,0.046,0.177,0.154,0.216,0.062,1.774,6.961,0.885,0.245,0.158,0.187,0.148,0.049,0.276,1.487,0.023,10.008,9.984,0.09,female
0.196,0.046,0.202,0.167,0.224,0.058,1.457,5.147,0.91,0.325,0.208,0.196,0.176,0.048,0.279,1.394,0.023,8.813,8.789,0.115,female
0.201,0.035,0.199,0.183,0.224,0.04,1.982,7.145,0.868,0.224,0.191,0.201,0.166,0.048,0.271,1.817,0.023,8.555,8.531,0.144,female
0.195,0.044,0.19,0.164,0.223,0.058,1.794,6.547,0.883,0.269,0.19,0.195,0.156,0.053,0.277,0.861,0.023,8.859,8.836,0.067,female
0.2,0.044,0.201,0.169,0.234,0.065,0.993,3.453,0.906,0.274,0.182,0.2,0.15,0.051,0.274,1.415,0.023,8.508,8.484,0.11,female
0.187,0.048,0.172,0.155,0.224,0.069,2.458,9.198,0.863,0.257,0.153,0.187,0.163,0.048,0.277,1.123,0.023,4.148,4.125,0.165,female
0.19,0.051,0.18,0.151,0.241,0.09,1.461,4.524,0.884,0.238,0.15,0.19,0.138,0.047,0.265,1.051,0.023,8.695,8.672,0.085,female
0.206,0.044,0.212,0.174,0.239,0.066,1.222,3.81,0.898,0.323,0.173,0.206,0.164,0.049,0.279,1.753,0.258,10.969,10.711,0.133,female
0.21,0.052,0.225,0.162,0.257,0.095,1.822,6.783,0.891,0.29,0.259,0.21,0.153,0.051,0.274,1.042,0.023,6,5.977,0.147,female
0.193,0.036,0.192,0.177,0.206,0.03,2.815,12.03,0.855,0.231,0.198,0.193,0.16,0.048,0.274,0.757,0.023,3.984,3.961,0.154,female
0.216,0.048,0.23,0.183,0.255,0.073,1.715,5.758,0.886,0.286,0.255,0.216,0.156,0.05,0.273,0.914,0.023,5.648,5.625,0.132,female
0.207,0.044,0.217,0.179,0.238,0.059,1.185,3.607,0.898,0.291,0.207,0.207,0.176,0.047,0.279,1.286,0.023,9.258,9.234,0.163,female
0.202,0.039,0.196,0.182,0.227,0.045,2.323,9.262,0.872,0.249,0.185,0.202,0.159,0.049,0.279,1.813,0.023,10.898,10.875,0.166,female
0.188,0.036,0.19,0.17,0.205,0.035,3.152,14.763,0.862,0.282,0.195,0.188,0.15,0.048,0.279,2.516,0.023,9.164,9.141,0.171,female
0.197,0.044,0.2,0.16,0.232,0.072,1.289,3.977,0.889,0.245,0.159,0.197,0.149,0.047,0.279,2.129,0.023,8.672,8.648,0.102,female
0.178,0.044,0.167,0.15,0.196,0.046,2.358,9.077,0.875,0.275,0.168,0.178,0.159,0.048,0.273,1.406,0.023,9.445,9.422,0.053,female
0.187,0.034,0.191,0.166,0.203,0.037,2.271,7.794,0.845,0.243,0.199,0.187,0.173,0.053,0.279,1.74,0.023,9.281,9.258,0.135,female
0.196,0.043,0.189,0.166,0.229,0.063,1.741,6.556,0.888,0.303,0.182,0.196,0.159,0.049,0.277,0.474,0.023,1.008,0.984,0.222,female
0.209,0.048,0.221,0.172,0.245,0.074,1.112,3.425,0.897,0.28,0.24,0.209,0.17,0.049,0.274,1.601,0.023,9.07,9.047,0.176,female
0.191,0.053,0.179,0.152,0.239,0.087,1.866,8.349,0.911,0.397,0.156,0.191,0.15,0.049,0.271,1.693,0.023,9.328,9.305,0.124,female
0.212,0.044,0.215,0.178,0.248,0.07,1.287,3.868,0.884,0.25,0.185,0.212,0.176,0.047,0.279,1.692,0.023,8.977,8.953,0.137,female
0.196,0.038,0.198,0.165,0.223,0.058,1.338,3.802,0.879,0.243,0.165,0.196,0.151,0.048,0.277,1.792,0.023,9.328,9.305,0.153,female
0.21,0.053,0.226,0.164,0.256,0.092,1.132,3.526,0.907,0.33,0.267,0.21,0.142,0.048,0.274,1.586,0.023,7.711,7.688,0.07,female
0.195,0.041,0.195,0.173,0.213,0.04,1.833,6.17,0.881,0.252,0.207,0.195,0.146,0.047,0.277,1.974,0.211,9.234,9.023,0.161,female
0.193,0.041,0.191,0.165,0.224,0.059,1.295,4.041,0.892,0.295,0.183,0.193,0.164,0.047,0.277,1.662,0.023,8.906,8.883,0.152,female
0.185,0.047,0.177,0.157,0.219,0.063,1.931,6.982,0.9,0.406,0.169,0.185,0.16,0.048,0.279,0.604,0.023,1.805,1.781,0.185,female
0.194,0.053,0.187,0.149,0.246,0.097,0.984,3.046,0.914,0.364,0.252,0.194,0.154,0.048,0.279,1.91,0.023,8.906,8.883,0.082,female
0.19,0.033,0.185,0.173,0.204,0.032,2.766,11.203,0.842,0.232,0.177,0.19,0.166,0.048,0.279,2.139,0.023,9.516,9.492,0.187,female
0.199,0.034,0.202,0.182,0.217,0.035,2.319,8.378,0.856,0.244,0.201,0.199,0.17,0.048,0.277,1.015,0.023,8.203,8.18,0.099,female
0.186,0.038,0.185,0.165,0.2,0.035,2.32,7.959,0.863,0.3,0.189,0.186,0.162,0.048,0.27,1.318,0.023,9.094,9.07,0.105,female
0.191,0.034,0.186,0.173,0.212,0.039,2.779,12.163,0.848,0.231,0.176,0.191,0.169,0.048,0.274,0.692,0.023,7.242,7.219,0.066,female
0.185,0.037,0.181,0.164,0.202,0.038,3.061,14.827,0.855,0.275,0.166,0.185,0.172,0.048,0.276,0.709,0.023,5.719,5.695,0.076,female
0.196,0.038,0.203,0.174,0.216,0.042,2.463,10.03,0.87,0.286,0.209,0.196,0.16,0.048,0.279,2.076,0.023,19.828,19.805,0.107,female
